timestamp,value,metric,app,chunk_owner,chunk_x,chunk_z,instance,job,name,namespace,pod_template_hash,server_name,world
2025-06-19 19:57:14.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:15.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:16.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:17.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:18.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:19.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:20.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:21.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:22.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:23.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:24.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:25.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:26.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:27.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:28.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:29.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:30.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:31.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:32.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:33.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:34.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:35.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:36.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:37.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:38.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:39.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:40.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:41.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:42.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:43.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:44.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:45.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:46.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:47.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:48.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:49.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:50.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:51.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:52.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:53.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:54.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:55.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:56.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:57.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:58.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:57:59.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:00.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:01.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:02.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:03.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:04.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:05.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:06.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:07.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:08.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:09.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:10.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:11.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:12.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:13.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:14.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:15.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:16.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:17.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:18.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:19.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:20.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:21.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:22.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:23.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:24.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:25.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:26.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:27.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:28.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:29.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:30.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:31.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:32.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:33.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:34.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:35.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:36.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:37.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:38.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:39.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:40.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:41.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:42.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:43.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:44.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:45.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:46.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:47.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:48.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:49.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:50.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:51.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:52.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:53.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:54.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:55.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:56.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:57.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:58.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:58:59.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:00.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:01.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:02.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:03.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:04.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:05.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:06.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:07.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
2025-06-19 19:59:08.905999899,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-fj7gr,5,1,10.244.235.209:9100,minecraft-server,b1750362326922,multipaper,5d4c584f66,multipaper-server-5d4c584f66-fj7gr,world
