timestamp,value,metric
2025-06-16 20:47:39,0.001,min(server_latency)
2025-06-16 20:47:40,0.003,min(server_latency)
2025-06-16 20:47:41,0.001,min(server_latency)
2025-06-16 20:47:42,0.003,min(server_latency)
2025-06-16 20:47:43,0.0,min(server_latency)
2025-06-16 20:47:44,0.003,min(server_latency)
2025-06-16 20:47:45,0.002,min(server_latency)
2025-06-16 20:47:46,0.003,min(server_latency)
2025-06-16 20:47:47,0.0,min(server_latency)
2025-06-16 20:47:48,0.003,min(server_latency)
2025-06-16 20:47:49,0.001,min(server_latency)
2025-06-16 20:47:50,0.002,min(server_latency)
2025-06-16 20:47:51,0.0,min(server_latency)
2025-06-16 20:47:52,0.003,min(server_latency)
2025-06-16 20:47:53,0.001,min(server_latency)
2025-06-16 20:47:54,0.003,min(server_latency)
2025-06-16 20:47:55,0.0,min(server_latency)
2025-06-16 20:47:56,0.002,min(server_latency)
2025-06-16 20:47:57,0.001,min(server_latency)
2025-06-16 20:47:58,0.003,min(server_latency)
2025-06-16 20:47:59,0.003,min(server_latency)
2025-06-16 20:48:00,0.003,min(server_latency)
2025-06-16 20:48:01,0.001,min(server_latency)
2025-06-16 20:48:02,0.003,min(server_latency)
2025-06-16 20:48:03,0.0,min(server_latency)
2025-06-16 20:48:04,0.003,min(server_latency)
2025-06-16 20:48:05,0.002,min(server_latency)
2025-06-16 20:48:06,0.003,min(server_latency)
2025-06-16 20:48:07,0.001,min(server_latency)
2025-06-16 20:48:08,0.003,min(server_latency)
2025-06-16 20:48:09,0.001,min(server_latency)
2025-06-16 20:48:10,0.002,min(server_latency)
2025-06-16 20:48:11,0.001,min(server_latency)
2025-06-16 20:48:12,0.003,min(server_latency)
2025-06-16 20:48:13,0.003,min(server_latency)
2025-06-16 20:48:14,0.003,min(server_latency)
2025-06-16 20:48:15,0.001,min(server_latency)
2025-06-16 20:48:16,0.003,min(server_latency)
2025-06-16 20:48:17,0.001,min(server_latency)
2025-06-16 20:48:18,0.003,min(server_latency)
2025-06-16 20:48:19,0.001,min(server_latency)
2025-06-16 20:48:20,0.002,min(server_latency)
2025-06-16 20:48:21,0.0,min(server_latency)
2025-06-16 20:48:22,0.003,min(server_latency)
2025-06-16 20:48:23,0.002,min(server_latency)
2025-06-16 20:48:24,0.003,min(server_latency)
2025-06-16 20:48:25,0.0,min(server_latency)
2025-06-16 20:48:26,0.003,min(server_latency)
2025-06-16 20:48:27,0.002,min(server_latency)
2025-06-16 20:48:28,0.002,min(server_latency)
2025-06-16 20:48:29,0.0,min(server_latency)
2025-06-16 20:48:30,0.003,min(server_latency)
2025-06-16 20:48:31,0.001,min(server_latency)
2025-06-16 20:48:32,0.003,min(server_latency)
2025-06-16 20:48:33,0.0,min(server_latency)
2025-06-16 20:48:34,0.003,min(server_latency)
2025-06-16 20:48:35,0.001,min(server_latency)
2025-06-16 20:48:36,0.003,min(server_latency)
2025-06-16 20:48:37,0.002,min(server_latency)
2025-06-16 20:48:38,0.003,min(server_latency)
2025-06-16 20:48:39,0.001,min(server_latency)
2025-06-16 20:48:40,0.003,min(server_latency)
2025-06-16 20:48:41,0.0,min(server_latency)
2025-06-16 20:48:42,0.003,min(server_latency)
2025-06-16 20:48:43,0.001,min(server_latency)
2025-06-16 20:48:44,0.003,min(server_latency)
2025-06-16 20:48:45,0.001,min(server_latency)
2025-06-16 20:48:46,0.003,min(server_latency)
2025-06-16 20:48:47,0.001,min(server_latency)
2025-06-16 20:48:48,0.003,min(server_latency)
2025-06-16 20:48:49,0.002,min(server_latency)
2025-06-16 20:48:50,0.003,min(server_latency)
2025-06-16 20:48:51,0.002,min(server_latency)
2025-06-16 20:48:52,0.001,min(server_latency)
2025-06-16 20:48:53,0.001,min(server_latency)
2025-06-16 20:48:54,0.003,min(server_latency)
2025-06-16 20:48:55,0.001,min(server_latency)
2025-06-16 20:48:56,0.002,min(server_latency)
2025-06-16 20:48:57,0.003,min(server_latency)
2025-06-16 20:48:58,0.0,min(server_latency)
2025-06-16 20:48:59,0.001,min(server_latency)
2025-06-16 20:49:00,0.001,min(server_latency)
2025-06-16 20:49:01,0.001,min(server_latency)
2025-06-16 20:49:02,0.001,min(server_latency)
